dep,arr,dist,freq,pasN,pasV,crgN,cv_id,dep_lat,dep_lon,arr_lat,arr_lon,year
松山,中部,544.0,21.0,51001.0,80829.0,2.0,cv340,33.82722,132.69972,34.858334,136.80528,2014
中部,福岡,744.0,81.0,386116.0,602342.0,1693.0,cv341,34.858334,136.80528,33.584442,130.45166,2014
福岡,中部,744.0,81.0,387492.0,606776.0,1213.0,cv342,33.584442,130.45166,34.858334,136.80528,2014
中部,長崎,830.0,14.0,64325.0,111311.0,88.0,cv343,34.858334,136.80528,32.916943,129.9136,2014
長崎,中部,830.0,14.0,63833.0,111306.0,168.0,cv344,32.916943,129.9136,34.858334,136.80528,2014
中部,熊本,750.0,20.0,71831.0,150456.0,172.0,cv345,34.858334,136.80528,32.837223,130.85527,2014
熊本,中部,750.0,20.0,71925.0,133139.0,301.0,cv346,32.837223,130.85527,34.858334,136.80528,2014
中部,宮崎,692.0,21.0,88852.0,155425.0,75.0,cv349,34.858334,136.80528,31.877222,131.44861,2014
宮崎,中部,692.0,21.0,87559.0,166623.0,189.0,cv350,31.877222,131.44861,34.858334,136.80528,2014
中部,鹿児島,806.0,34.0,176638.0,314236.0,322.0,cv351,34.858334,136.80528,31.803333,130.71944,2014
鹿児島,中部,806.0,34.0,173551.0,311338.0,569.0,cv352,31.803333,130.71944,34.858334,136.80528,2014
中部,那覇,1470.0,70.0,473596.0,664605.0,10423.0,cv353,34.858334,136.80528,26.195833,127.645836,2014
那覇,中部,1470.0,68.0,475064.0,672976.0,4964.0,cv354,26.195833,127.645836,34.858334,136.80528,2014
石垣,中部,1865.0,6.0,34860.0,59546.0,5.0,cv356,24.396389,124.245,34.858334,136.80528,2014
神戸,新千歳,1251.0,32.0,189822.0,292534.0,475.0,cv357,34.63278,135.22389,42.775276,141.6925,2014
新千歳,神戸,1251.0,32.0,199706.0,292402.0,305.0,cv358,42.775276,141.6925,34.63278,135.22389,2014
神戸,那覇,1308.0,38.0,209647.0,394419.0,905.0,cv367,34.63278,135.22389,26.195833,127.645836,2014
那覇,神戸,1308.0,38.0,222867.0,408032.0,1139.0,cv368,26.195833,127.645836,34.63278,135.22389,2014
隠岐,出雲,143.0,6.0,7515.0,12818.0,1.0,cv372,36.178333,133.32333,35.413612,132.89,2014
岡山,新千歳,1266.0,5.0,27549.0,38430.0,1.0,cv373,34.756943,133.85527,42.775276,141.6925,2014
広島,新千歳,1361.0,13.0,68245.0,120487.0,546.0,cv375,34.43611,132.91945,42.775276,141.6925,2014
新千歳,広島,1361.0,13.0,69754.0,120027.0,257.0,cv376,42.775276,141.6925,34.43611,132.91945,2014
広島,那覇,1143.0,7.0,60234.0,98547.0,1250.0,cv377,34.43611,132.91945,26.195833,127.645836,2014
那覇,広島,1143.0,6.0,59995.0,98169.0,389.0,cv378,26.195833,127.645836,34.43611,132.91945,2014
高松,那覇,1194.0,6.0,55731.0,97997.0,1288.0,cv379,34.21417,134.01555,26.195833,127.645836,2014
那覇,高松,1194.0,6.0,56326.0,98280.0,247.0,cv380,26.195833,127.645836,34.21417,134.01555,2014
花巻,福岡,1323.0,6.0,10521.0,17896.0,4.0,cv382,39.42861,141.13528,33.584442,130.45166,2014
福岡,仙台,1256.0,51.0,164604.0,276690.0,19.0,cv383,33.584442,130.45166,38.13972,140.91695,2014
仙台,福岡,1256.0,51.0,165026.0,276772.0,94.0,cv384,38.13972,140.91695,33.584442,130.45166,2014
福岡,新潟,1156.0,20.0,63103.0,118267.0,24.0,cv385,33.584442,130.45166,37.955833,139.11166,2014
新潟,福岡,1156.0,20.0,63546.0,120202.0,44.0,cv386,37.955833,139.11166,33.584442,130.45166,2014
福岡,金沢,802.0,24.0,67508.0,120001.0,39.0,cv387,33.584442,130.45166,36.39389,136.4075,2014
金沢,福岡,802.0,24.0,67876.0,119976.0,29.0,cv388,36.39389,136.4075,33.584442,130.45166,2014
出雲,福岡,415.0,13.0,16957.0,26034.0,3.0,cv392,35.413612,132.89,33.584442,130.45166,2014
福岡,松山,319.0,46.0,56116.0,91444.0,5.0,cv395,33.584442,130.45166,33.82722,132.69972,2014
松山,福岡,319.0,39.0,55603.0,91332.0,23.0,cv396,33.82722,132.69972,33.584442,130.45166,2014
福岡,高知,419.0,20.0,27271.0,49163.0,1.0,cv397,33.584442,130.45166,33.546112,133.66945,2014
福岡,福江,260.0,28.0,48240.0,85543.0,28.0,cv399,33.584442,130.45166,32.66639,128.83278,2014
福江,福岡,260.0,28.0,50993.0,85624.0,156.0,cv400,32.66639,128.83278,33.584442,130.45166,2014
福岡,対馬,190.0,27.0,90560.0,182174.0,223.0,cv401,33.584442,130.45166,34.285,129.33055,2014
対馬,福岡,190.0,27.0,92767.0,182171.0,153.0,cv402,34.285,129.33055,33.584442,130.45166,2014
福岡,宮崎,307.0,104.0,230308.0,436010.0,83.0,cv403,33.584442,130.45166,31.877222,131.44861,2014
宮崎,福岡,307.0,104.0,230342.0,435933.0,40.0,cv404,31.877222,131.44861,33.584442,130.45166,2014
福岡,屋久島,408.0,6.0,7409.0,12254.0,1.0,cv405,33.584442,130.45166,30.385555,130.65916,2014
福岡,奄美,672.0,6.0,17317.0,26862.0,13.0,cv407,33.584442,130.45166,28.430834,129.7125,2014
奄美,福岡,672.0,6.0,16676.0,26788.0,9.0,cv408,28.430834,129.7125,33.584442,130.45166,2014
石垣,福岡,1370.0,2.0,9908.0,14616.0,1.0,cv410,24.396389,124.245,33.584442,130.45166,2014
壱岐,長崎,126.0,12.0,16380.0,26208.0,1.0,cv412,33.74917,129.78583,32.916943,129.9136,2014
長崎,福江,202.0,19.0,14921.0,39273.0,1.0,cv413,32.916943,129.9136,32.66639,128.83278,2014
福江,長崎,202.0,19.0,15955.0,39078.0,42.0,cv414,32.66639,128.83278,32.916943,129.9136,2014
長崎,対馬,217.0,28.0,33833.0,57798.0,2.0,cv415,32.916943,129.9136,34.285,129.33055,2014
対馬,長崎,217.0,28.0,35307.0,57837.0,7.0,cv416,34.285,129.33055,32.916943,129.9136,2014
長崎,那覇,915.0,6.0,27631.0,61382.0,79.0,cv417,32.916943,129.9136,26.195833,127.645836,2014
那覇,長崎,915.0,6.0,27132.0,62053.0,1.0,cv418,26.195833,127.645836,32.916943,129.9136,2014
熊本,那覇,890.0,6.0,36672.0,62491.0,345.0,cv419,32.837223,130.85527,26.195833,127.645836,2014
那覇,熊本,890.0,6.0,38560.0,63068.0,19.0,cv420,26.195833,127.645836,32.837223,130.85527,2014
天草,福岡,221.0,18.0,22029.0,37713.0,1.0,cv421,32.482224,130.15889,33.584442,130.45166,2014
宮崎,那覇,859.0,6.0,34964.0,60480.0,318.0,cv425,31.877222,131.44861,26.195833,127.645836,2014
那覇,宮崎,859.0,6.0,35968.0,58470.0,2.0,cv426,26.195833,127.645836,31.877222,131.44861,2014
鹿児島,松山,377.0,12.0,8757.0,22932.0,1.0,cv427,31.803333,130.71944,33.82722,132.69972,2014
鹿児島,福岡,274.0,14.0,13243.0,26284.0,10.0,cv429,31.803333,130.71944,33.584442,130.45166,2014
福岡,鹿児島,274.0,13.0,13538.0,26030.0,41.0,cv430,33.584442,130.45166,31.803333,130.71944,2014
鹿児島,種子島,181.0,27.0,32485.0,52474.0,121.0,cv431,31.803333,130.71944,30.605,130.99167,2014
種子島,鹿児島,181.0,27.0,32443.0,52402.0,31.0,cv432,30.605,130.99167,31.803333,130.71944,2014
鹿児島,屋久島,194.0,36.0,53567.0,106890.0,70.0,cv433,31.803333,130.71944,30.385555,130.65916,2014
屋久島,鹿児島,194.0,36.0,54340.0,107110.0,62.0,cv434,30.385555,130.65916,31.803333,130.71944,2014
鹿児島,奄美,467.0,56.0,115244.0,202014.0,406.0,cv435,31.803333,130.71944,28.430834,129.7125,2014
奄美,鹿児島,467.0,56.0,118148.0,201752.0,252.0,cv436,28.430834,129.7125,31.803333,130.71944,2014
鹿児島,喜界島,467.0,14.0,15418.0,25076.0,54.0,cv437,31.803333,130.71944,28.321388,129.92805,2014
喜界島,鹿児島,467.0,14.0,16161.0,25192.0,16.0,cv438,28.321388,129.92805,31.803333,130.71944,2014
鹿児島,徳之島,560.0,28.0,60379.0,107622.0,160.0,cv439,31.803333,130.71944,27.83639,128.8814,2014
徳之島,鹿児島,560.0,28.0,61110.0,107548.0,23.0,cv440,27.83639,128.8814,31.803333,130.71944,2014
鹿児島,沖永良部,579.0,20.0,32788.0,65976.0,103.0,cv441,31.803333,130.71944,27.431667,128.70555,2014
沖永良部,鹿児島,579.0,20.0,33266.0,64278.0,17.0,cv442,27.431667,128.70555,31.803333,130.71944,2014
鹿児島,与論,627.0,6.0,12342.0,26600.0,35.0,cv443,31.803333,130.71944,27.043888,128.40167,2014
与論,鹿児島,627.0,6.0,12754.0,24020.0,5.0,cv444,27.043888,128.40167,31.803333,130.71944,2014
鹿児島,那覇,758.0,20.0,88370.0,198629.0,762.0,cv445,31.803333,130.71944,26.195833,127.645836,2014
那覇,鹿児島,758.0,20.0,87557.0,173275.0,83.0,cv446,26.195833,127.645836,31.803333,130.71944,2014
奄美,喜界島,81.0,20.0,18506.0,37908.0,90.0,cv447,28.430834,129.7125,28.321388,129.92805,2014
喜界島,奄美,81.0,61.0,16608.0,37836.0,52.0,cv448,28.321388,129.92805,28.430834,129.7125,2014
奄美,徳之島,181.0,13.0,11202.0,25560.0,28.0,cv449,28.430834,129.7125,27.83639,128.8814,2014
徳之島,奄美,181.0,13.0,12119.0,25560.0,1.0,cv450,27.83639,128.8814,28.430834,129.7125,2014
奄美,沖永良部,204.0,3.0,3774.0,7452.0,12.0,cv451,28.430834,129.7125,27.431667,128.70555,2014
奄美,与論,256.0,2.0,2276.0,5472.0,10.0,cv453,28.430834,129.7125,27.043888,128.40167,2014
奄美,那覇,390.0,6.0,8249.0,14325.0,24.0,cv455,28.430834,129.7125,26.195833,127.645836,2014
那覇,奄美,390.0,6.0,7932.0,14325.0,22.0,cv456,26.195833,127.645836,28.430834,129.7125,2014
与論,沖永良部,100.0,2.0,2622.0,4538.0,5.0,cv457,27.043888,128.40167,27.431667,128.70555,2014
沖永良部,与論,100.0,3.0,3442.0,7296.0,5.0,cv458,27.431667,128.70555,27.043888,128.40167,2014
南大東島,北大東島,62.0,2.0,4588.0,6006.0,27.0,cv459,25.846666,131.26361,25.944721,131.32695,2014
那覇,金沢,1577.0,6.0,31729.0,52780.0,39.0,cv465,26.195833,127.645836,36.39389,136.4075,2014
金沢,那覇,1577.0,6.0,26949.0,52630.0,103.0,cv466,36.39389,136.4075,26.195833,127.645836,2014
那覇,岡山,1252.0,8.0,45626.0,63095.0,15.0,cv467,26.195833,127.645836,34.756943,133.85527,2014
岡山,那覇,1252.0,8.0,45225.0,63240.0,223.0,cv468,34.756943,133.85527,26.195833,127.645836,2014
那覇,松山,1072.0,7.0,32836.0,59398.0,3.0,cv469,26.195833,127.645836,33.82722,132.69972,2014
松山,那覇,1072.0,7.0,32777.0,59559.0,73.0,cv470,33.82722,132.69972,26.195833,127.645836,2014
那覇,与論,231.0,8.0,13855.0,20591.0,9.0,cv471,26.195833,127.645836,27.043888,128.40167,2014
与論,那覇,231.0,8.0,13845.0,20591.0,3.0,cv472,27.043888,128.40167,26.195833,127.645836,2014
那覇,北大東島,417.0,4.0,6225.0,8190.0,35.0,cv473,26.195833,127.645836,25.944721,131.32695,2014
北大東島,那覇,417.0,3.0,5034.0,6240.0,25.0,cv474,25.944721,131.32695,26.195833,127.645836,2014
南大東島,那覇,414.0,10.0,15831.0,25087.0,85.0,cv476,25.846666,131.26361,26.195833,127.645836,2014
那覇,久米島,168.0,45.0,108719.0,160665.0,472.0,cv477,26.195833,127.645836,26.363611,126.71389,2014
久米島,那覇,168.0,45.0,109136.0,160945.0,981.0,cv478,26.363611,126.71389,26.195833,127.645836,2014
宮古,那覇,352.0,106.0,519545.0,772467.0,6349.0,cv480,24.782778,125.295,26.195833,127.645836,2014
石垣,那覇,472.0,138.0,624112.0,994266.0,7207.0,cv482,24.396389,124.245,26.195833,127.645836,2014
与那国,那覇,597.0,6.0,6748.0,13310.0,122.0,cv484,24.4675,122.97972,26.195833,127.645836,2014
